Age,mu_1905,mu_1906,mu_1907,mu_1908,mu_1909,mu_1910,mu_1911,mu_1912,mu_1913,mu_1914,mu_1915,mu_1916,mu_1917,mu_1918,mu_1919,mu_1920,mu_1921,mu_1922,mu_1923,mu_1924,mu_1925,mu_1926,mu_1927,mu_1928,mu_1929,mu_1930,mu_1931,mu_1932,mu_1933,mu_1934,mu_1935,mu_1936,mu_1937,mu_1938,mu_1939,mu_1940
50,0.017515814,0.017695949,0.017706998,0.017004782,0.017163484,0.015977007,0.015813763,0.015559434,0.015652064,0.015942746,0.016823442,0.015407225,0.015069676,0.0173214,0.013996145,0.01255353,0.011430743,0.011939895,0.011118381,0.011444408,0.011441859,0.011203819,0.012061294,0.011421676,0.013113587,0.011382581,0.012058728,0.01130187,0.012179885,0.011456943,0.011257131,0.011522798,0.011768598,0.010870238,0.010990945,0.013252638
51,0.01857372,0.018827722,0.018839484,0.01809195,0.01826089,0.016997905,0.016822219,0.016515277,0.016678292,0.017137127,0.0180617,0.016656206,0.016178471,0.018262999,0.015017837,0.013510775,0.012489868,0.012963827,0.011988056,0.01236033,0.012322761,0.011980363,0.012882804,0.012291876,0.014108926,0.012264709,0.012801712,0.012044501,0.012942388,0.012324574,0.01209256,0.012492115,0.012736618,0.011766479,0.011971606,0.014338719
52,0.019705824,0.02009839,0.020110954,0.019312479,0.019492928,0.018143956,0.017933155,0.017566786,0.017809921,0.01846004,0.019432525,0.018030953,0.017393712,0.019278377,0.016137143,0.014561463,0.013720472,0.014152206,0.01299583,0.013422127,0.013343293,0.012857883,0.013810816,0.013277265,0.015236064,0.013263953,0.013645807,0.012888582,0.013808776,0.013311753,0.013042951,0.013543115,0.013784363,0.01273668,0.013039628,0.015513976
53,0.021035504,0.021470614,0.021513782,0.020712728,0.020824003,0.019446933,0.019232671,0.018901071,0.019115349,0.019689829,0.020742067,0.019336033,0.018736373,0.020433331,0.017407732,0.015673655,0.014898581,0.015428187,0.014228405,0.014667202,0.014579749,0.013970045,0.014940726,0.014304559,0.016349069,0.014270409,0.014653568,0.013915411,0.014792856,0.014280179,0.013989045,0.014622704,0.014857797,0.013749283,0.014176018,0.016861342
54,0.022479659,0.022967149,0.023045304,0.022244188,0.022275631,0.020871282,0.020639233,0.020349081,0.020529231,0.021014211,0.022153402,0.020709832,0.020157334,0.021627274,0.018754484,0.016849576,0.016156157,0.016797157,0.015557324,0.016006752,0.015909882,0.015162842,0.016147162,0.015396167,0.017525637,0.015338017,0.015741233,0.015028915,0.01585245,0.015324341,0.01500892,0.015753236,0.015979,0.014809342,0.015377055,0.018285
55,0.023974532,0.024800788,0.024919904,0.024115219,0.024054115,0.022611977,0.022162703,0.02192158,0.022061627,0.02244139,0.023675455,0.021939184,0.021449168,0.022637528,0.019984541,0.017916119,0.017801971,0.01858274,0.01728456,0.017750437,0.017641411,0.016375016,0.017364228,0.016488693,0.018692874,0.016403422,0.017010573,0.016327999,0.017089205,0.01654294,0.016199158,0.016812545,0.017023954,0.015802053,0.016523856,0.019643373
56,0.025762307,0.026524968,0.02668969,0.025894033,0.025726492,0.024264066,0.023805673,0.023622251,0.023715388,0.023972031,0.025309217,0.023471273,0.023049054,0.02392544,0.02150495,0.019237782,0.019052304,0.019968355,0.018652835,0.019119586,0.019000447,0.01774942,0.018742776,0.017724658,0.020011807,0.017608182,0.018319338,0.017678267,0.018359203,0.017797249,0.017423855,0.018150289,0.018346471,0.017055859,0.017961093,0.021346831
57,0.027743963,0.028354143,0.02857034,0.027789588,0.027500675,0.026023244,0.025568308,0.025452392,0.025490951,0.02560431,0.027053058,0.025158575,0.024815518,0.02533094,0.023184758,0.020696142,0.020351118,0.021416548,0.020091082,0.020555261,0.020425342,0.019290178,0.020285197,0.019104461,0.021480836,0.018952063,0.019769588,0.019179346,0.019764172,0.019186159,0.018779764,0.01963665,0.019814022,0.018448668,0.019565279,0.023248272
58,0.029735126,0.030346046,0.030577665,0.029741237,0.029431734,0.027849108,0.027304096,0.027210428,0.027361827,0.027466086,0.029168047,0.027099175,0.026706392,0.027069089,0.024932449,0.022325926,0.021830858,0.023088954,0.021577482,0.022193117,0.021919122,0.020836739,0.021934768,0.020745015,0.023222614,0.020568979,0.021305153,0.020736449,0.021233209,0.020713201,0.020386603,0.021293744,0.021636991,0.020093581,0.021233231,0.025069606
59,0.031837719,0.032456728,0.032704722,0.03180918,0.031477816,0.02978352,0.029159222,0.02909167,0.029372277,0.029465507,0.031450383,0.029318598,0.028868461,0.029053053,0.026930207,0.024189856,0.02355656,0.025039473,0.0233109,0.024103191,0.023661202,0.022609144,0.023826085,0.0226285,0.025219671,0.022424995,0.022956935,0.022417089,0.022807812,0.022358903,0.02212759,0.023088912,0.023625404,0.021883333,0.023041666,0.027030386
60,0.034083626,0.034366888,0.034629732,0.033680585,0.0333294,0.031533862,0.030887411,0.030850613,0.031275092,0.031354456,0.03363594,0.031942827,0.031424896,0.031399991,0.029292077,0.026392601,0.02523929,0.026963392,0.025006023,0.025993018,0.025361547,0.024779232,0.026141404,0.024931616,0.027664905,0.024694743,0.02456678,0.024067566,0.024330189,0.023969655,0.023851874,0.025384123,0.026155528,0.024164091,0.025352445,0.029549997
61,0.036401592,0.036818622,0.037100566,0.036082468,0.035705789,0.033780055,0.033100946,0.033099133,0.033691937,0.033756009,0.036395602,0.034761793,0.034168199,0.033895453,0.031824053,0.028762065,0.027581454,0.029615161,0.027359417,0.028590444,0.027726264,0.027052814,0.028571297,0.027363395,0.030230454,0.027089559,0.026634853,0.026179052,0.026294348,0.026034018,0.026047752,0.027489972,0.028522834,0.026283461,0.02747771,0.03181875
62,0.038869981,0.039494734,0.039797582,0.038704032,0.038299457,0.036231288,0.035506454,0.035545296,0.036330785,0.036376767,0.039419696,0.037832675,0.037153985,0.036590073,0.034577354,0.031346015,0.030212423,0.032605697,0.030005465,0.031522469,0.03038344,0.029577682,0.031272599,0.030076106,0.033082321,0.029759895,0.029033978,0.028630722,0.028570656,0.028429964,0.028600031,0.029787919,0.031122191,0.028605282,0.029798619,0.034280142
63,0.041485366,0.042094172,0.042473013,0.041409696,0.041338382,0.038977542,0.038505945,0.038325081,0.039065751,0.039147219,0.042361286,0.040870612,0.040209631,0.039689241,0.037685074,0.034137342,0.033007693,0.035717042,0.032941138,0.034612115,0.033607004,0.032586022,0.034319052,0.032917403,0.036339719,0.032315668,0.032018271,0.031494389,0.031298991,0.031034901,0.031177473,0.032373956,0.033682203,0.031152062,0.032336644,0.037073997
64,0.04431881,0.044814621,0.045278446,0.044256622,0.044569159,0.041886507,0.041819973,0.041383616,0.042068568,0.042191046,0.045589794,0.044100588,0.043466158,0.043001567,0.041024624,0.037133956,0.035975878,0.039033618,0.036079464,0.03791593,0.037084629,0.035845711,0.037605792,0.035972669,0.039858255,0.035034329,0.035385757,0.034719938,0.03436252,0.033951359,0.034059719,0.035178116,0.036445846,0.033919065,0.035084445,0.040088056
65,0.047943014,0.048380495,0.048947661,0.047964716,0.048727738,0.045644962,0.045474202,0.044741108,0.045357333,0.045527153,0.049124374,0.047342251,0.046746798,0.046353379,0.044432776,0.040187975,0.039565284,0.043045981,0.039875518,0.041912892,0.041292945,0.039375405,0.041149555,0.039255912,0.043656539,0.037923966,0.039262268,0.038427776,0.037875518,0.037288062,0.037354224,0.037490337,0.03867729,0.036221947,0.037333982,0.042511507
66,0.051337928,0.051596021,0.052272623,0.051354559,0.052628868,0.049139512,0.049670482,0.048589481,0.049123546,0.04934874,0.053172223,0.051057933,0.050509083,0.050199705,0.048348102,0.043694693,0.042645069,0.046524402,0.043193807,0.045408519,0.045062222,0.043125962,0.044896161,0.042713551,0.047677868,0.040927433,0.043465271,0.04243615,0.041653778,0.040859335,0.040873267,0.040980811,0.042099828,0.039673711,0.040748061,0.046242054
67,0.055059103,0.055211916,0.056013943,0.055172702,0.057036978,0.053083015,0.054386665,0.05289832,0.053332289,0.053622017,0.057694722,0.055153564,0.054662712,0.054454218,0.052694185,0.047583942,0.04587764,0.050190578,0.046701704,0.049104976,0.049083644,0.047219419,0.048969928,0.046461718,0.052055334,0.044150331,0.048111737,0.046856667,0.045802728,0.044765071,0.044715415,0.044936989,0.045968651,0.043590407,0.044613908,0.050458135
68,0.059191001,0.059655872,0.060524429,0.059613407,0.06163241,0.057350655,0.058584734,0.05774547,0.058095142,0.058512397,0.063318594,0.060302196,0.059810687,0.059043076,0.057240764,0.051266527,0.049950065,0.054532193,0.050265107,0.053238627,0.052883759,0.050790553,0.053386359,0.050626924,0.056961174,0.048686694,0.05274153,0.051597831,0.050446367,0.049350741,0.049248135,0.049618897,0.050567809,0.047808522,0.049037458,0.054983463
69,0.063706373,0.064604246,0.065547237,0.064558143,0.066750274,0.062101813,0.063160168,0.06310153,0.063348026,0.063914561,0.06956273,0.066110768,0.065620993,0.064190816,0.062347348,0.055375257,0.05455793,0.059440956,0.054270904,0.05790652,0.057159121,0.054729971,0.058320393,0.055277735,0.062458729,0.053794033,0.057811857,0.056815668,0.05555754,0.054402806,0.054236845,0.054899647,0.055740754,0.052540572,0.054009179,0.060032453
70,0.068305301,0.070165259,0.071192349,0.070115047,0.072502801,0.067440073,0.069104007,0.069992366,0.070115265,0.070867067,0.07757858,0.072759718,0.072274236,0.070054903,0.068170337,0.060033477,0.058865282,0.064002439,0.057879628,0.062216847,0.061025112,0.058379318,0.063082192,0.059760747,0.067811734,0.058847398,0.063055545,0.062253432,0.060885499,0.059676966,0.059436831,0.060507632,0.061206065,0.057517314,0.059255325,0.06528621
71,0.073645128,0.0759287,0.077043451,0.075874205,0.078465892,0.072971393,0.074284742,0.076293621,0.076263066,0.07721715,0.085019353,0.080152455,0.079676229,0.0765226,0.07460418,0.06513151,0.065107175,0.070650639,0.063273202,0.068530486,0.066787477,0.063368501,0.069456594,0.065763105,0.074949532,0.065522715,0.069177059,0.068613057,0.067116441,0.065846652,0.065517347,0.067213143,0.06773681,0.063458705,0.065522041,0.071553548
72,0.079407286,0.081982334,0.083189715,0.081923314,0.084730515,0.078779833,0.0797652,0.083088128,0.082875235,0.08406149,0.093093141,0.088388267,0.087927316,0.083669337,0.081726233,0.070720106,0.072235546,0.078236046,0.069379011,0.075722072,0.073318215,0.068912568,0.076642415,0.072524803,0.083024041,0.073110047,0.075918996,0.075651712,0.074013276,0.072681713,0.072246877,0.074772481,0.075075948,0.070115079,0.072558134,0.078531192
73,0.086190029,0.088459215,0.089689838,0.088545129,0.091491609,0.08496304,0.087434497,0.090000294,0.09010895,0.090550354,0.101217303,0.096634502,0.096208605,0.090771433,0.090603988,0.077961315,0.079146141,0.086314741,0.07679426,0.083111059,0.081710892,0.076991326,0.08474074,0.079749871,0.092108444,0.079780756,0.083649656,0.08345488,0.081996023,0.079845468,0.079690114,0.082626641,0.082858045,0.077458795,0.080686378,0.087362086
74,0.093659094,0.095514375,0.096765053,0.095769907,0.098862605,0.091694121,0.09569198,0.097335032,0.097824149,0.097378141,0.109885342,0.105475107,0.105096576,0.09829584,0.10027933,0.085799821,0.086533715,0.095037453,0.084830619,0.091031402,0.090880189,0.085977333,0.093658897,0.087653662,0.102153244,0.087003691,0.092241963,0.092138208,0.090914855,0.087781257,0.08797027,0.09140559,0.091545216,0.085662542,0.089826158,0.097299769
75,0.101689155,0.102673619,0.103933496,0.10312466,0.106353157,0.098517875,0.103313151,0.103841929,0.104764966,0.103292381,0.11767799,0.117526564,0.117201913,0.108633656,0.113299602,0.096372344,0.095551095,0.105702409,0.094649802,0.100705298,0.102099515,0.099228828,0.107004914,0.099566381,0.117139723,0.098035855,0.102502242,0.102511678,0.101584479,0.097243047,0.097857884,0.102642211,0.102666598,0.096156082,0.10151277,0.110018131
76,0.110459491,0.110594367,0.111860139,0.111271941,0.114646611,0.106063078,0.11286084,0.112092425,0.1135285,0.110848139,0.127532019,0.126976265,0.126732731,0.116401421,0.124133798,0.104989398,0.103837386,0.115712045,0.103947767,0.109644906,0.11290008,0.109426287,0.116797712,0.1080567,0.128313143,0.105523389,0.112490785,0.112639743,0.112102813,0.106384562,0.10750843,0.112863288,0.112742247,0.105693674,0.112341713,0.121816231
77,0.119806448,0.118737227,0.119997455,0.11967246,0.123184561,0.113812371,0.123326481,0.121028231,0.123060984,0.118972146,0.138258222,0.136448996,0.136304345,0.124032845,0.135279248,0.113767852,0.112497498,0.126300909,0.113826056,0.119019053,0.12448146,0.119793541,0.126561398,0.116411945,0.139535372,0.112728287,0.122992622,0.123308994,0.123254245,0.115945032,0.117670655,0.123578023,0.123281112,0.115684465,0.123808156,0.13432216
78,0.128876855,0.126853573,0.128205594,0.127856915,0.131625398,0.121571187,0.133222275,0.131632937,0.133041704,0.12934947,0.149764162,0.146856662,0.146199121,0.132030228,0.1447935,0.123339977,0.123020954,0.137068534,0.124257452,0.130252692,0.134592489,0.128541798,0.13647567,0.125311647,0.149265098,0.122476079,0.134775074,0.134625311,0.13499645,0.125912037,0.128197509,0.135231055,0.134904212,0.126545038,0.135484395,0.147064955
79,0.138388077,0.135037187,0.136482527,0.136109768,0.140138976,0.129391488,0.143882938,0.143147418,0.143804507,0.140611465,0.162209154,0.157449714,0.156203565,0.139979378,0.154370862,0.13319713,0.134222575,0.148408369,0.135335479,0.142225592,0.145174308,0.137345658,0.146552563,0.134326314,0.158987631,0.132509123,0.147493423,0.146783291,0.147663923,0.136537816,0.139472474,0.147689619,0.147330387,0.138146794,0.147968072,0.160704085
80,0.147333291,0.145149614,0.14671134,0.146308548,0.150663039,0.139051032,0.159967864,0.160261326,0.160012654,0.157354646,0.180930319,0.159421165,0.157616255,0.14020834,0.15543875,0.135929222,0.145302779,0.159418524,0.14625105,0.154088754,0.155340608,0.139633896,0.149711871,0.137018765,0.16103438,0.136426226,0.163576932,0.162177729,0.163686124,0.150007475,0.153749149,0.158953754,0.158564889,0.148627664,0.159255183,0.173049559
81,0.158850705,0.154503734,0.156174185,0.155743334,0.160401805,0.147982317,0.16833615,0.169516615,0.168801078,0.16769506,0.191718344,0.173800846,0.171448538,0.151065995,0.168311129,0.148296511,0.157386107,0.171632825,0.158552094,0.167921,0.166458627,0.151806987,0.163567631,0.150290859,0.174927265,0.149908174,0.175170318,0.173035132,0.175990118,0.159668972,0.164382292,0.171467664,0.1714703,0.160930186,0.172064311,0.187283688
82,0.171977614,0.16518536,0.166981229,0.166518007,0.17152727,0.15817646,0.178605876,0.180724026,0.180429938,0.179646985,0.20392535,0.191440456,0.190276967,0.164716007,0.185379663,0.162992967,0.17143389,0.186960113,0.173146152,0.183621352,0.180698514,0.167400445,0.182086287,0.166761329,0.19310722,0.166036562,0.188812215,0.186111482,0.189728745,0.171173481,0.177427464,0.185430777,0.186988722,0.173912359,0.187659095,0.204151666
83,0.18759042,0.179695192,0.180438484,0.178272566,0.184160005,0.168942602,0.191342705,0.19725114,0.195773159,0.193141477,0.222544258,0.214923586,0.212536374,0.182875351,0.207728076,0.178723249,0.189084298,0.205672718,0.188653316,0.200483537,0.202322131,0.186988319,0.204483291,0.185026877,0.21464397,0.182745356,0.205653092,0.202409281,0.206135139,0.187412641,0.192905741,0.203510975,0.2052277,0.189511786,0.207039117,0.224909549
84,0.205216115,0.196438851,0.195935415,0.191762574,0.198678783,0.181280009,0.208616462,0.217295208,0.213543237,0.209072228,0.245499974,0.240941005,0.235281874,0.205795092,0.233842291,0.198550172,0.209472866,0.22316516,0.204761968,0.218580824,0.224771928,0.208644931,0.226683964,0.207580537,0.238197094,0.200528338,0.226532003,0.22065267,0.223725096,0.207052179,0.211424086,0.225130686,0.225202693,0.208217708,0.225892073,0.246312836
85,0.222079732,0.204554829,0.202673351,0.196488903,0.204151418,0.185328934,0.231993453,0.232428338,0.233177199,0.231380846,0.272315248,0.264894153,0.260786632,0.227184701,0.257041107,0.218258983,0.227989213,0.237933153,0.229528912,0.237243915,0.24372455,0.230585421,0.250958241,0.232799815,0.26806688,0.219228674,0.250762811,0.244288371,0.243275946,0.224549765,0.23242326,0.243885237,0.244362248,0.227190016,0.242929422,0.266983863
86,0.237810222,0.218785662,0.216746356,0.210047348,0.21834836,0.197974914,0.252796135,0.249965095,0.251684851,0.257239491,0.292132796,0.282144099,0.286949864,0.241776325,0.273190373,0.229462579,0.248638475,0.257996997,0.254197407,0.254320416,0.260489768,0.250662314,0.276340061,0.253966657,0.29141053,0.238457496,0.272078704,0.268264844,0.266168808,0.240278264,0.250775547,0.258140118,0.265514152,0.245851296,0.264203256,0.293476917
87,0.254519806,0.233895744,0.231688183,0.22444073,0.233422311,0.211396143,0.274891727,0.270265011,0.268357651,0.27897597,0.307793306,0.304862106,0.305541841,0.260684429,0.295888078,0.23966825,0.273367241,0.28079444,0.271586825,0.274579574,0.280261205,0.268116154,0.295180994,0.270549191,0.306147144,0.253810958,0.28929359,0.287642774,0.287409522,0.26389568,0.272319522,0.272575112,0.283580862,0.265925548,0.285129441,0.313958952
88,0.272251668,0.249924977,0.247538378,0.239707417,0.249413095,0.225628852,0.296003798,0.276541746,0.280378573,0.289974694,0.330962007,0.33178191,0.316570966,0.277781542,0.32739471,0.261432489,0.29116675,0.292435156,0.290245317,0.29772999,0.297103835,0.289629989,0.307794528,0.283633725,0.321150801,0.261905858,0.303696226,0.302923262,0.305096156,0.283785681,0.293392153,0.296461234,0.304778756,0.283562932,0.301582925,0.325604964
89,0.291048718,0.266913308,0.264336563,0.255885947,0.266360592,0.240709584,0.306403331,0.287114994,0.291703826,0.309288117,0.365170225,0.350546601,0.343637513,0.285052542,0.357126793,0.285475564,0.304429635,0.305118884,0.305798032,0.314670882,0.313112553,0.315347837,0.322455748,0.307331126,0.343719685,0.275544861,0.320359867,0.324766788,0.329908298,0.296283284,0.311543452,0.325912567,0.337378474,0.304510165,0.323600226,0.346749654
90,0.310953307,0.284900505,0.282122213,0.273014824,0.284304507,0.256675026,0.304863846,0.30855545,0.303053694,0.333117992,0.380002025,0.3692421,0.366193403,0.281290901,0.365738784,0.299639279,0.31438104,0.328890592,0.310150506,0.32116948,0.329653337,0.328904119,0.329948978,0.324708956,0.366027469,0.294389772,0.346995506,0.34843228,0.355196221,0.307244852,0.320390229,0.348239491,0.353333486,0.32841288,0.350611267,0.367143257
91,0.332006918,0.303925908,0.300934419,0.291132299,0.303284125,0.273561823,0.315540788,0.33021211,0.321281178,0.346466457,0.375910795,0.396206472,0.375030106,0.284435791,0.370318919,0.317566751,0.324840845,0.361033748,0.317553051,0.329871331,0.350342897,0.353262068,0.338839567,0.33576974,0.381689843,0.313540312,0.378234686,0.35398412,0.368179316,0.317684595,0.326384254,0.37680533,0.364928296,0.342879082,0.377348315,0.383637932
92,0.354249857,0.324028168,0.320811633,0.310276128,0.323338056,0.291406368,0.358678723,0.357917158,0.340479575,0.356790429,0.401048317,0.418137719,0.40944955,0.313516588,0.398456439,0.348970622,0.356108907,0.39417237,0.34197898,0.349160965,0.390546966,0.392633644,0.368189778,0.366892319,0.405428533,0.330021435,0.398808579,0.368644945,0.392799251,0.33922551,0.35376843,0.404008231,0.40002001,0.352801756,0.40770439,0.415606078
93,0.377720917,0.345244972,0.341791392,0.330483326,0.344503955,0.31024459,0.404220172,0.385228649,0.352511398,0.37650159,0.436075113,0.430052699,0.458829484,0.347564452,0.423394712,0.389249972,0.388788791,0.416628117,0.376343102,0.375016563,0.420707613,0.421974326,0.420304727,0.40449317,0.415386213,0.359268739,0.424772004,0.419261825,0.450692836,0.383925616,0.411633929,0.424257551,0.434489368,0.385048319,0.436162486,0.462967662
94,0.402457048,0.36761276,0.363910047,0.351789905,0.366818244,0.330111716,0.395609911,0.404507742,0.374604846,0.40420554,0.4721279,0.449698797,0.511797695,0.371457776,0.435806911,0.419937391,0.416345907,0.432630551,0.410381446,0.400377498,0.422256038,0.425514783,0.444867656,0.433219928,0.436286584,0.40708132,0.45187929,0.469425732,0.494103814,0.429308487,0.450207685,0.454001118,0.461659024,0.440083104,0.456915354,0.515307322
95,0.428493018,0.391166429,0.38720247,0.374230596,0.390315814,0.351042035,0.384304109,0.439442981,0.423727513,0.436502009,0.539745463,0.49032985,0.550320884,0.424956689,0.463515714,0.420404262,0.451049929,0.466920667,0.430904226,0.436067121,0.425468482,0.421028954,0.439301354,0.462456292,0.490032981,0.449306474,0.461441032,0.519407023,0.498063451,0.46872362,0.437374798,0.476287019,0.505051993,0.45783457,0.486246336,0.555006535
96,0.455861087,0.415939043,0.411701765,0.397838583,0.41502974,0.373068644,0.418897103,0.485253821,0.470099809,0.472659673,0.579749367,0.514514423,0.5371974,0.483474444,0.492228082,0.416867955,0.437270066,0.521888676,0.44192209,0.466195505,0.442675057,0.469027679,0.516241498,0.490994519,0.508205738,0.480763898,0.452304052,0.584985095,0.509660801,0.4794561,0.456281918,0.494737741,0.53959964,0.481617592,0.539824748,0.59203003
97,0.484590685,0.441961537,0.43743898,0.422645217,0.44099098,0.396223197,0.416465129,0.491681431,0.50968806,0.481715475,0.601646677,0.494257947,0.510408,0.494156217,0.501586445,0.449115681,0.414130674,0.537115033,0.453906702,0.52928321,0.491112926,0.543764286,0.575364145,0.488010244,0.509743958,0.534217,0.433717621,0.648958127,0.512851967,0.459475795,0.465804264,0.492982009,0.560877945,0.492442273,0.594641182,0.648539104
98,0.514708108,0.469262432,0.464442822,0.448679745,0.468228099,0.420535646,0.417414041,0.504835528,0.565293899,0.438471405,0.658541651,0.555180404,0.53573279,0.528861696,0.53541618,0.470708599,0.45598173,0.533929992,0.447705081,0.607944478,0.511242638,0.610791739,0.520340443,0.484449652,0.602175402,0.595566852,0.449765367,0.739031518,0.582090467,0.456654393,0.465930304,0.547065941,0.642840385,0.489085637,0.58055336,0.741889533
99,0.546236245,0.497867565,0.492739389,0.475969046,0.496766987,0.446033991,0.540567593,0.628336957,0.59187665,0.378066134,0.662375522,0.589103321,0.584097825,0.594498099,0.527122697,0.506808658,0.508870295,0.562118918,0.512863139,0.555311486,0.531901596,0.73215922,0.548784507,0.54106904,0.693147181,0.653926467,0.529517757,0.708571651,0.68102582,0.396960998,0.571384273,0.689450319,0.720976304,0.560657998,0.648542874,0.731929563
100,0.57919432,0.52779983,0.522351909,0.504537373,0.526630613,0.472744034,0.715029892,0.760842193,0.563094052,0.427937964,0.588609372,0.439113142,0.714808677,0.796179406,0.463431864,0.509224342,0.574541438,0.523404406,0.642716327,0.479728179,0.605563885,0.98391092,0.609614068,0.676197622,0.727048732,0.693147181,0.492476485,0.508843463,0.660357358,0.208638865,0.779531795,0.567984038,0.710538923,0.465253026,0.854158951,0.678109303
